ID	ENTITY_NAME__C	EXECUTED_PRODUCT_NAME__C	PRODUCT_NAME__C	APPROVE_ACTION_PLAN__C	Execution Tracker	EXECUTION_TRACKER_PRODUCT__C
a0l200000061OiAAAU	0012000000s2NbVAAU	HDFC Cash Management Treasury Advt	HDFC Cash Management Treasury Advantage Fund	a31200000001etY	ET#56506	
a0l200000061OiBAAU	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001etW	ET#56507	
a0l200000061OiCAAU	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001etV	ET#56508	
a0l200000061OiDAAU	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001etU	ET#56509	
a0l200000061OiFAAU	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001etS	ET#56511	
a0l200000061OiHAAU	0012000000s2NbVAAU	Birla SL Savings Fund	BSL Savings Fund	a31200000001etQ	ET#56513	
a0l200000061OiIAAU	0012000000s2NbVAAU	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001etP	ET#56514	
a0l200000061OiJAAU	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001etO	ET#56515	
a0l200000061OiKAAU	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001etN	ET#56516	
a0l200000061OiLAAU	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001etM	ET#56517	
a0l200000061OiMAAU	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001etL	ET#56518	
a0l200000061OiOAAU	0012000000s2NbVAAU	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001etJ	ET#56520	
a0l200000061OiPAAU	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001etI	ET#56521	
a0l200000061OiQAAU	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001etH	ET#56522	
a0l200000061OiRAAU	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001etG	ET#56523	
a0l200000061OiSAAU	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001etF	ET#56524	
a0l200000061OiTAAU	0012000000s2NbVAAU	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001etE	ET#56525	
a0l200000061OiUAAU	0012000000s2NbVAAU	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001etD	ET#56526	
a0l200000061OiVAAU	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001etC	ET#56527	
a0l200000061OiXAAU	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001etA	ET#56529	
a0l200000061OiYAAU	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001et9	ET#56530	
a0l200000061OiZAAU	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001et8	ET#56531	
a0l200000061OiaAAE	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001et7	ET#56532	
a0l200000061OibAAE	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001et6	ET#56221	
a0l200000061OicAAE	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001et5	ET#56534	
a0l200000061OieAAE	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001et3	ET#56224	
a0l200000061OifAAE	0012000000s2NbVAAU	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001et2	ET#56225	
a0l200000061OigAAE	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001et1	ET#56538	
a0l200000061OihAAE	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001et0	ET#56539	
a0l200000061OiiAAE	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001esz	ET#56260	
a0l200000061OikAAE	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001esx	ET#56262	
a0l200000061OilAAE	0012000000s2NbVAAU	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001esw	ET#56263	
a0l200000061OimAAE	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001esv	ET#56264	
a0l200000061OinAAE	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001esu	ET#56265	
a0l200000061OioAAE	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001est	ET#56266	
a0l200000061OiqAAE	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001esr	ET#56242	
a0l200000061OirAAE	0012000000s2NbVAAU	Birla SL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001esq	ET#56269	
a0l200000061OisAAE	0012000000s2NbVAAU	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001esp	ET#56244	
a0l200000061OitAAE	0012000000s2NbVAAU	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001eso	ET#56245	
a0l200000061OiuAAE	0012000000s2NbVAAU	Pramerica Equity	Pramerica Equity Fund	a31200000001esn	ET#56246	
a0l200000061OiwAAE	0012000000s2NbVAAU	DSP Equity	DSP BlackRock Equity Fund	a31200000001esl	ET#56248	
a0l200000061OrbAAE	0012000000zG2rtAAC	Bajaj Allianz Premium Personal Guard	Bajaj Allianz Premier Personal Guard	a31200000001ZoJ	ET#56556	
a0l200000061OreAAE	0012000000zG2rtAAC	Bajaj Allianz Critical Illness	Bajaj Allianz Critical Illness Cover	a31200000001ZoG	ET#56559	
a0l200000061OrlAAE	0012000000zG2rtAAC	Reliance Banking Fund	Reliance Banking	a31200000001ZoB	#N/A	
a0l200000061OrmAAE	0012000000zG2rtAAC	Savings a/c	Savings Account	a31200000001ZoA	ET#56567	
a0l200000061OrnAAE	0012000000zG2rtAAC	IDFC MM Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001Zo9	ET#56568	
a0l200000061OroAAE	0012000000zG2rtAAC	BSL Savings	Birla Sun Life Savings Fund	a31200000001Zo8	ET#56569	
a0l200000061OrpAAE	0012000000zG2rtAAC	DSP BR Tax Saver Fund	DSP BlackRock Tax Saver Fund	a31200000001Zo6	ET#56570	
a0l200000061OrqAAE	0012000000zG2rtAAC	Reliance Banking Fund	Reliance Banking	a31200000001Zo5	ET#56571	
a0l200000061OrsAAE	0012000000zG2rtAAC	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001Zo3	ET#56573	
a0l200000061OrtAAE	0012000000zG2rtAAC	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001Zo2	ET#56574	
a0l200000061OruAAE	0012000000zG2rtAAC	IDFC MM Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001Zo1	ET#56575	
a0l200000061OrvAAE	0012000000zG2rtAAC	BSL Savings	Birla Sun Life Savings Fund	a31200000001Zo0	ET#56576	
a0l200000061OrwAAE	0012000000zG2rtAAC	Relaince Banking Fund	Reliance Banking	a31200000001Znz	ET#56577	
a0l200000061OryAAE	0012000000zG2rtAAC	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000001Znx	ET#56579	
a0l200000061OrzAAE	0012000000zG2rtAAC	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000001Znw	ET#56580	
a0l200000061Os0AAE	0012000000zG2rtAAC	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000001Znv	ET#56581	
a0l200000061FDuAAM	0012000000op6K8AAI	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001FIw	#N/A	
a0l200000061FDvAAM	0012000000op6K8AAI	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001FIw	#N/A	
a0l200000061FDwAAM	0012000000op6K8AAI	ICICI Flexible (D)	#N/A	a31200000001FIv	#N/A	
a0l200000061FDxAAM	0012000000op6K8AAI	Birla Frontline Equity	#N/A	a31200000001FIu	#N/A	
a0l200000061FDyAAM	0012000000op6K8AAI	Birla Frontline Equity	#N/A	a31200000001FIu	#N/A	
a0l200000061FDzAAM	0012000000op6K8AAI	HDFC Top 200	HDFC Top 200 Fund	a31200000001FIt	#N/A	
a0l200000061FE0AAM	0012000000op6K8AAI	HDFC Top 200	HDFC Top 200 Fund	a31200000001FIt	#N/A	
a0l200000061FE1AAM	0012000000op6K8AAI	Reliance Money Manager	Reliance Money Manager Fund - Retail Plan	a31200000001FIs	#N/A	
a0l200000061FE2AAM	0012000000op6K8AAI	ICICI Flexible Income Plan (D)	#N/A	a31200000001FIr	#N/A	
a0l200000061FE3AAM	0012000000op6K8AAI	DSP Br Income Opportunities	DSP BlackRock Income Opportunities Fund	a31200000001FIq	#N/A	
a0l200000061FE4AAM	0012000000op6K8AAI	DSP Equity	DSP BlackRock Equity Fund	a31200000001FIp	#N/A	
a0l200000061FE5AAM	0012000000op6K8AAI	DSP Equity	DSP BlackRock Equity Fund	a31200000001FIp	#N/A	
a0l200000061FE7AAM	0012000000op6K8AAI	L&T Equity Fund	L & T Equity	a31200000001FIo	#N/A	
a0l200000061FE8AAM	0012000000op6K8AAI	Birla SL Dynamic Bond Fund	Birla Sun Life Dynamic Bond Fund	a31200000001FIn	#N/A	
a0l200000061FE9AAM	0012000000op6K8AAI	IDFC Sterling Equity	IDFC Sterling Equity Fund	a31200000001FIm	#N/A	
a0l200000061FEAAA2	0012000000op6K8AAI	IDFC Sterling Equity	IDFC Sterling Equity Fund	a31200000001FIm	#N/A	
a0l200000061FEBAA2	0012000000op6K8AAI	IDFC Money Manager (D)	#N/A	a31200000001FIl	#N/A	
a0l200000061FEEAA2	0012000000op6K8AAI	DSP Br Income Opportunities	DSP BlackRock Income Opportunities Fund	a31200000001FIj	#N/A	
a0l200000061FEHAA2	0012000000op6K8AAI	IDFC Money Manager (D)	#N/A	a31200000001FIh	#N/A	
a0l200000061FEIAA2	0012000000op6K8AAI	Reliance Money Manager	Reliance Money Manager Fund - Retail Plan	a31200000001FIg	#N/A	
a0l200000061FEJAA2	0012000000op6K8AAI	IDFC Premier Equity	IDFC Premier Equity Fund - Plan A	a31200000001FIf	#N/A	
a0l200000061FEKAA2	0012000000op6K8AAI	IDFC Premier Equity	IDFC Premier Equity Fund - Plan A	a31200000001FIf	#N/A	
a0l200000061FELAA2	0012000000op6K8AAI	ICICI Pru Regular Savings	ICICI Prudential Regular Savings	a31200000001FIe	#N/A	
a0l200000061FEMAA2	0012000000op6K8AAI	ICICI Pru Regular Savings	ICICI Prudential Regular Savings	a31200000001FIe	#N/A	
a0l200000061FcgAAE	0012000000rJcp2AAC	DSP Equity Fund - G [Folio:2782446/94]	DSP BlackRock Equity Fund	a31200000001FaJ	#N/A	
a0l200000061FchAAE	0012000000rJcp2AAC	DSP Equity Fund - G [Folio:2782446/94]	DSP BlackRock Equity Fund	a31200000001FaJ	#N/A	
a0l200000061FciAAE	0012000000rJcp2AAC	HDFC Top 200 - G [Folio:8581251/47]	HDFC Top 200 Fund	a31200000001FaI	#N/A	
a0l200000061FcjAAE	0012000000rJcp2AAC	HDFC Top 200 - G [Folio:8581251/47]	HDFC Top 200 Fund	a31200000001FaI	#N/A	
a0l200000061FckAAE	0012000000rJcp2AAC	BSL Dynamic Fund - G [Folio:1016034708]	Birla Sun Life Dynamic Bond Fund	a31200000001FaH	#N/A	
a0l200000061FclAAE	0012000000rJcp2AAC	BSL Dynamic Fund - G [Folio:1016034708]	Birla Sun Life Dynamic Bond Fund	a31200000001FaH	#N/A	
a0l200000061FcoAAE	0012000000rJcp2AAC	ICICI Focused Bluechip Reg - Gr	ICICI Blue Chip Fund Growth	a31200000001FaE	#N/A	
a0l200000061FcqAAE	0012000000rJcp2AAC	ICICI Dynamic Fund G	#N/A	a31200000001FaD	#N/A	
a0l200000061FWtAAM	0012000000xULzJAAW	Apollo Minich	#N/A	a31200000000mCp	ET#46819	
a0l200000061FWuAAM	0012000000xULzJAAW	Apollo Munich	#N/A	a31200000000mCo	ET#46820	
a0l200000061FWvAAM	0012000000xULzJAAW	Apollo Munich	#N/A	a31200000000mCn	ET#46821	
a0l200000061FWwAAM	0012000000xULzJAAW	Bajaj Allianz Premium Personal guard	Bajaj Allianz Premier Personal Guard	a31200000000mCm	ET#46822	
a0l200000061FWzAAM	0012000000xULzJAAW	Apollo Munich	#N/A	a31200000000mCj	ET#46825	
a0l200000061FX7AAM	0012000000xULzJAAW	Savings Account	Savings Account	a31200000000mCd	ET#46833	
a0l200000061FWxAAM	0012000000xULzJAAW	Bajaj Allianz Premium Personal guard	Bajaj Allianz Premier Personal Guard	a31200000000mCl	ET#46823	
a0l200000061FX9AAM	0012000000xULzJAAW	DSP Equity	DSP BlackRock Equity Fund	a31200000000mCa	ET#46835	
a0l200000061FXAAA2	0012000000xULzJAAW	Pramerica Equity	Pramerica Equity Fund	a31200000000mCZ	ET#46836	
a0l200000061FXBAA2	0012000000xULzJAAW	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000000mCY	ET#46837	
a0l200000061FXCAA2	0012000000xULzJAAW	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000000mCX	ET#46838	
a0l200000061FXDAA2	0012000000xULzJAAW	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000000mCW	ET#46839	
a0l200000061FXFAA2	0012000000xULzJAAW	Pramerica Equity	Pramerica Equity Fund	a31200000000mCU	ET#46841	
a0l200000061FXGAA2	0012000000xULzJAAW	DSP Equity	DSP BlackRock Equity Fund	a31200000000mCT	ET#46842	
a0l200000061FXHAA2	0012000000xULzJAAW	BSL Frontline Equity	Birla Sun Life Frontline Equity Fund	a31200000000mCS	ET#46843	
a0l200000061FXIAA2	0012000000xULzJAAW	Axis Triple Advantage	Axis Triple Advanatage Fund	a31200000000mCR	ET#46844	
a0l200000061FXJAA2	0012000000xULzJAAW	Pramerica Short Term Income	Pramerica Short Term Income Fund	a31200000000mCQ	ET#46845	
a0l200000061KwmAAE	0012000000yLQXgAAO	Icici Dynamic Plan Cumulative	#N/A	a31200000000qGG	#N/A	
a0l200000061KwoAAE	0012000000yLQXgAAO	Kotak 50 Equity Scheme Growth	#N/A	a31200000000qGC	#N/A	
a0l200000061MbGAAU	00120000011D6k1AAC	IDFC Money Manager Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001PRO	ET#54956	
a0l200000061MbHAAU	00120000011D6k1AAC	BSL Savings Fund	Birla Sun Life Savings Fund	a31200000001PRN	ET#54957	
a0lw0000008rq1tAAA	00120000011EPi0AAG	IDFC Money Manager Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001UyJ	ET#58665	
a0lw0000008rq1uAAA	00120000011EPi0AAG	BSL Savings	Birla Sun Life Savings Fund	a31200000001UyI	ET#58666	
a0lw0000008rq22AAA	00120000011EPi0AAG	IDFC Money Manager Treasury A	IDFC Money Manager Fund - Treasury Plan A	a31200000001Uy9	ET#58674	
a0lw0000008rq23AAA	00120000011EPi0AAG	BSL Savings	Birla Sun Life Savings Fund	a31200000001Uy8	ET#58675	
